0;1;600;200;3000;1;3000
0;2;600;200;3000;1;3000
1;3;600;200;3000;1;3000
1;4;600;200;3000;1;3000
2;5;600;200;3000;1;3000
2;6;600;200;3000;1;3000
3;7;600;200;3000;1;3000
3;8;600;200;3000;1;3000
4;9;600;200;3000;1;3000
4;10;600;200;3000;1;3000
5;11;600;200;3000;1;3000
5;12;600;200;3000;1;3000
6;13;600;200;3000;1;3000
6;14;600;200;3000;1;3000
7;15;600;200;3000;1;3000
7;16;600;200;3000;1;3000
8;25;600;200;3000;1;3000
9;17;600;200;3000;1;3000
10;27;600;200;3000;1;3000
10;18;600;200;3000;1;3000
11;19;600;200;3000;1;3000
11;20;600;200;3000;1;3000
12;30;600;200;3000;1;3000
13;21;600;200;3000;1;3000
14;32;600;200;3000;1;3000
14;22;600;200;3000;1;3000
15;23;600;200;3000;1;3000
16;24;600;200;3000;1;3000
16;25;600;200;3000;1;3000
17;26;600;200;3000;1;3000
17;27;600;200;3000;1;3000
18;28;600;200;3000;1;3000
18;29;600;200;3000;1;3000
19;29;600;200;3000;1;3000
20;30;600;200;3000;1;3000
21;31;600;200;3000;1;3000
22;33;600;200;3000;1;3000
23;34;600;200;3000;1;3000
24;35;600;200;3000;1;3000
25;36;600;200;3000;1;3000
26;36;600;200;3000;1;3000
27;37;600;200;3000;1;3000
28;43;600;200;3000;1;3000
29;38;600;200;3000;1;3000
30;39;600;200;3000;1;3000
31;39;600;200;3000;1;3000
32;40;600;200;3000;1;3000
33;46;600;200;3000;1;3000
34;41;600;200;3000;1;3000
35;47;600;200;3000;1;3000
36;42;600;200;3000;1;3000
37;48;600;200;3000;1;3000
37;43;600;200;3000;1;3000
38;44;600;200;3000;1;3000
39;45;600;200;3000;1;3000
40;51;600;200;3000;1;3000
40;46;600;200;3000;1;3000
41;47;600;200;3000;1;3000
42;48;600;200;3000;1;3000
43;49;600;200;3000;1;3000
44;49;600;200;3000;1;3000
44;50;600;200;3000;1;3000
45;51;600;200;3000;1;3000
46;52;600;200;3000;1;3000
47;53;600;200;3000;1;3000
48;54;600;200;3000;1;3000
48;55;600;200;3000;1;3000
49;56;600;200;3000;1;3000
50;57;600;200;3000;1;3000
51;58;600;200;3000;1;3000
51;59;600;200;3000;1;3000
52;60;600;200;3000;1;3000
53;61;600;200;3000;1;3000
54;62;600;200;3000;1;3000
55;63;600;200;3000;1;3000
56;63;600;200;3000;1;3000
56;64;600;200;3000;1;3000
57;65;600;200;3000;1;3000
58;66;600;200;3000;1;3000
59;67;600;200;3000;1;3000
60;67;600;200;3000;1;3000
61;71;600;200;3000;1;3000
62;68;600;200;3000;1;3000
63;68;600;200;3000;1;3000
64;69;600;200;3000;1;3000
65;74;600;200;3000;1;3000
66;70;600;200;3000;1;3000
67;70;600;200;3000;1;3000
68;71;600;200;3000;1;3000
69;72;600;200;3000;1;3000
69;73;600;200;3000;1;3000
70;74;600;200;3000;1;3000
71;75;600;200;3000;1;3000
72;76;600;200;3000;1;3000
73;77;600;200;3000;1;3000
74;78;600;200;3000;1;3000
75;79;600;200;3000;1;3000
76;80;600;200;3000;1;3000
77;80;600;200;3000;1;3000
77;81;600;200;3000;1;3000
78;81;600;200;3000;1;3000
78;83;600;200;3000;1;3000
79;82;600;200;3000;1;3000
80;82;600;200;3000;1;3000
81;83;600;200;3000;1;3000
